species_id,scientific_name,image_url,vegetable,edible,rank
136072,Euphorbia cyparissias,https://bs.floristic.org/image/o/76af7cae0218ef088ef5e11dbe4c7afde08ddc77,False,False,species
169609,Persicaria maculosa,https://bs.floristic.org/image/o/2fbd50d1d3c58a5c19f220aff8f14acb0bf6f701,False,False,species
158092,Myosotis arvensis,https://bs.floristic.org/image/o/5052a429215508a708e6e460a5979ca9fb8a5ebc,False,False,species
175458,Robinia pseudoacacia,https://bs.floristic.org/image/o/5fbe3abeb5ae73f54b67cd4f85efff50a25b1f6c,False,False,species
190243,Typha latifolia,https://bs.floristic.org/image/o/896148400cd6f86e1fc848891e6373451a8178fc,False,False,species
1235993,Castanea sativa,https://bs.floristic.org/image/o/0cc637d2605ef935f1c07f5e729a95e03811882a,True,True,species
147741,Lavandula stoechas,https://bs.floristic.org/image/o/48c8c42a836c9e8b1cc3c5e1acf1fa28ca3c6a01,False,False,species
148519,Lemna minor,https://bs.floristic.org/image/o/900c5abdc662b4aa0bb8ca5a3a7861488327e02c,False,False,species
160060,Olea europaea,https://bs.floristic.org/image/o/2694562e345d6c42e4a755015ae4be64ad46da97,True,True,species
182049,Silene vulgaris,https://bs.floristic.org/image/o/9e4dc880d06ff61d645e492d6b54923b51bece32,True,True,species
103456,Alisma plantago aquatica,https://bs.floristic.org/image/o/24ba0cb49488a801946b73a83f31044f83d38bd8,False,False,species
160810,Origanum vulgare,https://bs.floristic.org/image/o/3ba5f26c99945c13e49d5107a7565f8c6037b7fb,False,False,species
131303,Echium vulgare,https://bs.floristic.org/image/o/f5f5ca89c39fa26c8585ae6ae4fb4adf23973cc9,False,False,species
189296,Trifolium dubium,https://bs.floristic.org/image/o/00d893c037ddf5b3f4291fea00dc67a8a8b54cec,False,False,species
1235451,Comarum palustre,https://bs.floristic.org/image/o/7833882ca550daf15062d032e4a48e073962316b,False,False,species
181863,Silene latifolia,https://bs.floristic.org/image/o/9b8ea128c8e822bbb0ac869b7c4cc293de827043,False,False,species
182148,Sinapis arvensis,https://bs.floristic.org/image/o/e39a99a4999d58825e7d27b84d6d7542366bd8d3,False,False,species
169457,Reynoutria japonica,https://bs.floristic.org/image/o/f5018cf4d04569fe70daeb00527d31f31907564a,False,False,species
171352,Prunus padus,https://bs.floristic.org/image/o/196b7e2bcbe6dc4c74b333dc28c66d3428fb3ad7,False,False,species
956136,Calamagrostis epigejos,https://bs.floristic.org/image/o/fb6a942f5095a43cdf80c5902f7f76552309a3e3,False,False,species
143522,Humulus lupulus,https://bs.floristic.org/image/o/3f578ae3cfd5b0e348ed81edc1b6aec8b8cb5f66,False,False,species
151545,Lonicera xylosteum,https://bs.floristic.org/image/o/54fb8312373faf0b7a1c7b84979331cc9d7619fc,False,False,species
112309,Brachypodium pinnatum,https://bs.floristic.org/image/o/beef210b615b9a032cdbf941873cc25eeacb7952,False,False,species
146211,Juncus conglomeratus,https://bs.floristic.org/image/o/5a3cdb93bd1340381469a977d8b1567120aae418,False,False,species
180219,Scrophularia nodosa,https://bs.floristic.org/image/o/ab896abdd1d8d5fca0ca108d0ca42f7981828bed,False,False,species
139799,Glyceria maxima,https://bs.floristic.org/image/o/3730b55e04f9e6eb46eb9127a573796d3acd2987,False,False,species
167351,Pistacia lentiscus,https://bs.floristic.org/image/o/3fa8be5a03098ee8f6ea87d8ca113f6ced4cf805,False,False,species
147170,Lactuca serriola,https://bs.floristic.org/image/o/7b1eed4edf538b2843ba853c5a8ee8198ec591d3,False,False,species
144732,Impatiens glandulifera,https://bs.floristic.org/image/o/237c7542b24c7fbda737dc9af7e7a4d5ab5008e9,False,False,species
131616,Eleocharis palustris,https://bs.floristic.org/image/o/b28acfaa2f16adaa6ef81ab931313cd69f954243,False,False,species
139218,Geranium dissectum,https://bs.floristic.org/image/o/ca6d664cb7b75f598a898a4b173193b672bb9cb1,False,False,species
122784,Convallaria majalis,https://bs.floristic.org/image/o/c8bb1c358468fb7a02c4fd0f75ea5991c76ad38a,False,False,species
101974,Achillea ptarmica,https://bs.floristic.org/image/o/d503950c299361478122e7e9a435f3907b6332b1,False,False,species
155041,Medicago sativa,https://bs.floristic.org/image/o/ba7e729e76110e9f174830f551c54ee6613a81a6,False,False,species
169791,Polypodium vulgare,https://bs.floristic.org/image/o/f56b0e73b215539b4adf4114168eb5e1dca77e72,False,False,species
182543,Solanum nigrum,https://d2seqvvyy3b8p2.cloudfront.net/cc37d08ad4fae274ee3e60c405bb8dec.jpg,False,False,species
115789,Cardamine hirsuta,https://bs.floristic.org/image/o/d32b654f16662eb8290dfef1baf09733b1f66b67,False,False,species
152976,Luzula pilosa,https://bs.floristic.org/image/o/84d865e7b7240c5dca8cdc5e318394e120722aa9,False,False,species
190872,Vaccinium uliginosum,https://bs.floristic.org/image/o/48f203639b32c2bb89039117b964fa371f15e6a6,False,False,species
912983,Melampyrum pratense,https://bs.floristic.org/image/o/09ad670af3afe7c52b188e0c31109b191203233f,False,False,species
132739,Epilobium montanum,https://bs.floristic.org/image/o/0e81924b1795b24426956679897d39dfddd62337,False,False,species
144334,Hypnum cupressiforme,,False,False,species
177230,Sagina procumbens,https://bs.floristic.org/image/o/fe1b945cb305430e8002b7b4ce7cd19fbaad8744,False,False,species
167915,Plantago media,https://bs.floristic.org/image/o/6c39eea202bcc77c7550f75559570a5a2c4b6231,False,False,species
190273,Ulmus minor,https://bs.floristic.org/image/o/876b7045c03635e3240f3318f7c0d2163f6ccbdb,False,False,species
105827,Anthyllis vulneraria,https://bs.floristic.org/image/o/c34a0f8065912f22d9ea87584f8caefcf677c52c,False,False,species
132236,Empetrum nigrum,https://bs.floristic.org/image/o/1713d10cd504613fcdfc63546926669ffd2d34aa,False,False,species
169285,Polygonatum multiflorum,https://bs.floristic.org/image/o/e513838b2545f84cfaf629421848e310cadadb30,False,False,species
614067,Mercurialis perennis,https://bs.floristic.org/image/o/672b45e7c21c883db6f529926d352ec1e2799b5e,False,False,species
191485,Veronica serpyllifolia,https://bs.floristic.org/image/o/d4ea4269eee85f54b5c026f8095723f9e1d58dce,False,False,species
